,series,time_idx,value,date
167,1,167,1282.6734999999992,2008-06-16
168,1,168,1135.6481000000006,2008-06-17
169,1,169,1501.5758999999996,2008-06-18
170,1,170,1562.6604000000002,2008-06-19
171,1,171,1612.5027000000007,2008-06-20
172,1,172,1719.3952000000004,2008-06-21
173,1,173,1700.3264000000004,2008-06-22
174,1,174,1271.7757,2008-06-23
175,1,175,1076.3672,2008-06-24
176,1,176,1525.3708,2008-06-25
177,1,177,1560.8159000000005,2008-06-26
178,1,178,1611.1223,2008-06-27
179,1,179,1695.1094000000005,2008-06-28
180,1,180,1106.965400000001,2008-06-29
181,1,181,1070.6375,2008-06-30
182,1,182,1484.6019,2008-07-01
183,1,183,1587.9305,2008-07-02
184,1,184,1622.8933000000002,2008-07-03
185,1,185,1645.4429000000011,2008-07-04
186,1,186,1674.987,2008-07-05
187,1,187,1277.3912000000005,2008-07-06
188,1,188,1128.9314999999997,2008-07-07
189,1,189,1521.5799999999997,2008-07-08
190,1,190,1594.4078999999992,2008-07-09
191,1,191,1612.363200000002,2008-07-10
192,1,192,1672.6615,2008-07-11
193,1,193,1695.867800000001,2008-07-12
194,1,194,1270.1948999999995,2008-07-13
195,1,195,1112.2180000000003,2008-07-14
196,1,196,1482.1853000000008,2008-07-15
197,1,197,1559.0935000000002,2008-07-16
198,1,198,1642.004799999999,2008-07-17
199,1,199,1665.3907999999997,2008-07-18
200,1,200,1672.8348,2008-07-19
201,1,201,1338.7338000000004,2008-07-20
202,1,202,1143.8730000000005,2008-07-21
203,1,203,1496.9116,2008-07-22
204,1,204,1559.9663000000005,2008-07-23
205,1,205,1605.390800000001,2008-07-24
206,1,206,1653.9173000000003,2008-07-25
207,1,207,1675.4288,2008-07-26
208,1,208,1276.3775000000005,2008-07-27
209,1,209,1116.2673000000004,2008-07-28
210,1,210,1486.2914999999998,2008-07-29
211,1,211,1534.581,2008-07-30
212,1,212,1590.160399999999,2008-07-31
213,1,213,1640.9502000000014,2008-08-01
214,1,214,1747.179299999999,2008-08-02
215,1,215,1276.9566,2008-08-03
216,1,216,1117.7007,2008-08-04
217,1,217,1485.1696999999986,2008-08-05
218,1,218,1549.7111000000002,2008-08-06
219,1,219,1588.117899999999,2008-08-07
220,1,220,1652.5342999999991,2008-08-08
221,1,221,1709.4771000000014,2008-08-09
222,1,222,1368.0491000000002,2008-08-10
223,1,223,1128.0664000000004,2008-08-11
224,1,224,1518.6583000000005,2008-08-12
225,1,225,1566.2375,2008-08-13
226,1,226,1629.7263,2008-08-14
227,1,227,1709.5030999999994,2008-08-15
228,1,228,1741.9470000000006,2008-08-16
229,1,229,1338.0748,2008-08-17
230,1,230,1142.4246000000007,2008-08-18
231,1,231,1572.6529000000005,2008-08-19
232,1,232,1743.1462,2008-08-20
233,1,233,1651.0419000000004,2008-08-21
234,1,234,1697.869199999999,2008-08-22
235,1,235,1711.5030000000004,2008-08-23
236,1,236,1254.4553,2008-08-24
237,1,237,1106.2268,2008-08-25
238,1,238,1607.8615000000002,2008-08-26
239,1,239,1653.1924000000004,2008-08-27
240,1,240,1674.4967,2008-08-28
241,1,241,1747.2988999999998,2008-08-29
242,1,242,1275.8348999999998,2008-08-30
243,1,243,1103.9779000000003,2008-08-31
244,1,244,1583.476,2008-09-01
245,1,245,1627.2864000000009,2008-09-02
246,1,246,1641.0992999999994,2008-09-03
247,1,247,1675.1197999999993,2008-09-04
248,1,248,1725.5549000000003,2008-09-05
249,1,249,1267.5742000000002,2008-09-06
250,1,250,1098.1766000000002,2008-09-07
251,1,251,1563.2735000000014,2008-09-08
252,1,252,1644.4669999999985,2008-09-09
253,1,253,1659.5025000000005,2008-09-10
254,1,254,1726.7335000000005,2008-09-11
255,1,255,1765.1436,2008-09-12
256,1,256,1297.5910999999992,2008-09-13
257,1,257,1115.9554999999998,2008-09-14
258,1,258,1581.8109000000018,2008-09-15
259,1,259,1691.5268,2008-09-16
260,1,260,1682.5371000000002,2008-09-17
261,1,261,1724.0274999999986,2008-09-18
262,1,262,1744.0127999999988,2008-09-19
263,1,263,1342.226,2008-09-20
264,1,264,1130.9201999999996,2008-09-21
265,1,265,1546.0412,2008-09-22
266,1,266,1624.4235999999996,2008-09-23
267,1,267,1536.0181999999993,2008-09-24
268,1,268,1619.2435000000005,2008-09-25
269,1,269,1423.6573999999996,2008-09-26
270,1,270,1096.3325000000002,2008-09-27
271,1,271,974.5525999999994,2008-09-28
272,1,272,1671.2371999999998,2008-09-29
273,1,273,1672.989,2008-09-30
274,1,274,1639.2996000000007,2008-10-01
275,1,275,1675.0918000000013,2008-10-02
276,1,276,1812.2145000000005,2008-10-03
277,1,277,1303.647,2008-10-04
278,1,278,1111.4871,2008-10-05
279,1,279,1602.6514999999995,2008-10-06
280,1,280,1748.5227,2008-10-07
281,1,281,1754.3191999999997,2008-10-08
282,1,282,1833.1673999999996,2008-10-09
283,1,283,1844.3062999999995,2008-10-10
284,1,284,1276.803,2008-10-11
285,1,285,1022.8226,2008-10-12
286,1,286,1661.3149999999991,2008-10-13
287,1,287,1623.3173999999997,2008-10-14
288,1,288,1706.8871,2008-10-15
289,1,289,1776.4380999999994,2008-10-16
290,1,290,1212.5913,2008-10-17
291,1,291,1040.5984,2008-10-18
292,1,292,1611.5117000000007,2008-10-19
293,1,293,1651.2259999999992,2008-10-20
294,1,294,1635.6425000000008,2008-10-21
295,1,295,1767.3838000000007,2008-10-22
296,1,296,1726.9505,2008-10-23
297,1,297,1292.7822000000008,2008-10-24
298,1,298,1001.0576999999992,2008-10-25
299,1,299,1583.0309000000002,2008-10-26
300,1,300,1700.5012999999997,2008-10-27
301,1,301,1667.1947999999993,2008-10-28
302,1,302,1719.929999999999,2008-10-29
303,1,303,1782.146799999999,2008-10-30
304,1,304,1312.3392999999992,2008-10-31
305,1,305,1112.8827,2008-11-01
306,1,306,1643.6189000000006,2008-11-02
307,1,307,1759.4691000000005,2008-11-03
308,1,308,1737.9053000000008,2008-11-04
309,1,309,1861.8681,2008-11-05
310,1,310,1826.2265999999995,2008-11-06
311,1,311,1300.6130999999998,2008-11-07
312,1,312,1080.9552,2008-11-08
313,1,313,1688.6834,2008-11-09
314,1,314,1717.4601999999993,2008-11-10
315,1,315,1637.1194000000005,2008-11-11
316,1,316,1691.3556000000003,2008-11-12
317,1,317,1181.6824000000006,2008-11-13
318,1,318,978.6205,2008-11-14
319,1,319,1595.5744000000002,2008-11-15
320,1,320,1677.0515999999984,2008-11-16
321,1,321,1681.1422000000011,2008-11-17
322,1,322,1814.1387000000009,2008-11-18
323,1,323,1805.515,2008-11-19
324,1,324,1312.1060999999995,2008-11-20
325,1,325,1147.7055999999995,2008-11-21
326,1,326,1594.2106999999994,2008-11-22
327,1,327,1702.0927000000006,2008-11-23
328,1,328,1713.858699999999,2008-11-24
329,1,329,1666.6844,2008-11-25
330,1,330,1703.6392,2008-11-26
331,1,331,1283.5131,2008-11-27
332,1,332,1540.025400000001,2008-11-28
333,1,333,1627.8177999999996,2008-11-29
334,1,334,1646.3728999999998,2008-11-30
335,1,335,1683.936499999999,2008-12-01
336,1,336,1730.9921999999997,2008-12-02
337,1,337,1253.0860000000007,2008-12-03
338,1,338,1074.9099,2008-12-04
339,1,339,1552.2039999999995,2008-12-05
340,1,340,1656.2950999999996,2008-12-06
341,1,341,1733.1066,2008-12-07
342,1,342,1714.8954999999992,2008-12-08
343,1,343,1665.5364,2008-12-09
344,1,344,1229.8414000000007,2008-12-10
345,1,345,1117.8544999999997,2008-12-11
346,1,346,1512.513600000001,2008-12-12
347,1,347,1545.4988000000008,2008-12-13
348,1,348,1562.8918,2008-12-14
349,1,349,1641.9915,2008-12-15
350,1,350,1646.1664999999998,2008-12-16
351,1,351,1217.1356000000007,2008-12-17
352,1,352,1104.3648999999996,2008-12-18
353,1,353,1452.6972000000003,2008-12-19
354,1,354,1582.289200000001,2008-12-20
355,1,355,1579.164600000001,2008-12-21
356,1,356,1656.745,2008-12-22
357,1,357,1678.8338000000017,2008-12-23
358,1,358,1254.0332999999994,2008-12-24
359,1,359,1036.8308,2008-12-25
360,1,360,1563.6199000000004,2008-12-26
361,1,361,1606.0017,2008-12-27
362,1,362,1567.3014999999996,2008-12-28
363,1,363,1722.5124000000014,2008-12-29
364,1,364,1776.7037999999998,2008-12-30
365,1,365,1353.169500000001,2008-12-31
0,2,0,757.3217999999999,2008-01-01
1,2,1,790.8155999999999,2008-01-02
2,2,2,684.3215999999998,2008-01-03
3,2,3,529.1279,2008-01-04
4,2,4,475.1732999999999,2008-01-05
5,2,5,808.6482999999998,2008-01-06
6,2,6,808.3918000000002,2008-01-07
7,2,7,801.7826000000003,2008-01-08
8,2,8,820.5552000000002,2008-01-09
9,2,9,870.2066000000001,2008-01-10
10,2,10,616.6622,2008-01-11
11,2,11,546.8715,2008-01-12
12,2,12,779.7668999999999,2008-01-13
13,2,13,848.19,2008-01-14
14,2,14,837.6323000000003,2008-01-15
15,2,15,906.5128,2008-01-16
16,2,16,930.1267000000004,2008-01-17
17,2,17,615.3224,2008-01-18
18,2,18,506.0634999999998,2008-01-19
19,2,19,789.4559999999998,2008-01-20
20,2,20,779.4401,2008-01-21
21,2,21,820.9603,2008-01-22
22,2,22,837.8013000000002,2008-01-23
23,2,23,588.3889999999998,2008-01-24
24,2,24,513.7435000000002,2008-01-25
25,2,25,769.9261000000001,2008-01-26
26,2,26,772.8614999999999,2008-01-27
27,2,27,778.1872000000003,2008-01-28
28,2,28,842.513,2008-01-29
29,2,29,825.0120999999999,2008-01-30
30,2,30,622.0024999999998,2008-01-31
31,2,31,490.8626999999998,2008-02-01
32,2,32,761.1755999999998,2008-02-02
33,2,33,810.9045000000002,2008-02-03
34,2,34,799.6051000000001,2008-02-04
35,2,35,813.4433000000001,2008-02-05
36,2,36,840.1218000000001,2008-02-06
37,2,37,638.8866999999997,2008-02-07
38,2,38,548.9244,2008-02-08
39,2,39,793.1957999999997,2008-02-09
40,2,40,796.3029999999998,2008-02-10
41,2,41,827.9763000000003,2008-02-11
42,2,42,879.7076000000003,2008-02-12
43,2,43,870.6225999999996,2008-02-13
44,2,44,629.2854999999998,2008-02-14
45,2,45,535.1152999999999,2008-02-15
46,2,46,804.7054999999998,2008-02-16
47,2,47,806.733,2008-02-17
48,2,48,777.6521,2008-02-18
49,2,49,811.1597000000002,2008-02-19
50,2,50,577.0527000000001,2008-02-20
51,2,51,481.18230000000005,2008-02-21
52,2,52,776.5383,2008-02-22
53,2,53,795.1906999999999,2008-02-23
54,2,54,811.0185000000006,2008-02-24
55,2,55,859.8786999999999,2008-02-25
56,2,56,861.2204999999999,2008-02-26
57,2,57,645.2453999999999,2008-02-27
58,2,58,572.1482000000001,2008-02-28
59,2,59,777.8783000000002,2008-02-29
60,2,60,819.9538999999997,2008-03-01
61,2,61,857.0808000000001,2008-03-02
62,2,62,827.7596,2008-03-03
63,2,63,853.7369999999999,2008-03-04
64,2,64,644.4131000000001,2008-03-05
65,2,65,777.3819000000004,2008-03-06
66,2,66,808.3132000000006,2008-03-07
67,2,67,827.6374999999997,2008-03-08
68,2,68,852.6382999999997,2008-03-09
69,2,69,876.9025000000001,2008-03-10
70,2,70,629.2732000000001,2008-03-11
71,2,71,539.1101999999998,2008-03-12
72,2,72,773.9587999999998,2008-03-13
73,2,73,836.8892000000002,2008-03-14
74,2,74,841.9618999999999,2008-03-15
75,2,75,868.7202000000001,2008-03-16
76,2,76,834.6264999999999,2008-03-17
77,2,77,615.5792999999999,2008-03-18
78,2,78,566.1550999999996,2008-03-19
79,2,79,772.3085000000002,2008-03-20
80,2,80,784.0960999999995,2008-03-21
81,2,81,787.3099000000001,2008-03-22
82,2,82,814.9254000000004,2008-03-23
83,2,83,830.9016000000004,2008-03-24
84,2,84,613.5664,2008-03-25
85,2,85,558.1435999999998,2008-03-26
86,2,86,728.2361,2008-03-27
87,2,87,795.6445000000002,2008-03-28
88,2,88,790.7252000000003,2008-03-29
89,2,89,837.5160000000001,2008-03-30
90,2,90,831.8961999999999,2008-03-31
91,2,91,634.1633999999998,2008-04-01
92,2,92,515.7345,2008-04-02
93,2,93,789.3344,2008-04-03
94,2,94,801.1668000000002,2008-04-04
95,2,95,779.7628999999996,2008-04-05
96,2,96,878.3538000000003,2008-04-06
97,2,97,918.6769999999996,2008-04-07
98,2,98,707.7901000000002,2008-04-08
99,2,99,572.7652999999998,2008-04-09
100,2,100,822.8212000000001,2008-04-10
101,2,101,877.3508999999999,2008-04-11
102,2,102,889.3566000000005,2008-04-12
103,2,103,919.8629,2008-04-13
104,2,104,920.9740000000002,2008-04-14
105,2,105,691.7356000000003,2008-04-15
106,2,106,541.5752999999999,2008-04-16
107,2,107,811.2961000000001,2008-04-17
108,2,108,858.1755,2008-04-18
109,2,109,868.4581000000001,2008-04-19
110,2,110,894.0975000000001,2008-04-20
111,2,111,924.0629000000002,2008-04-21
112,2,112,673.0393000000003,2008-04-22
113,2,113,592.9017000000001,2008-04-23
114,2,114,820.8293,2008-04-24
115,2,115,865.6733999999997,2008-04-25
116,2,116,900.6183000000002,2008-04-26
117,2,117,890.5792999999996,2008-04-27
118,2,118,911.8223,2008-04-28
119,2,119,694.0790000000002,2008-04-29
120,2,120,584.0621999999998,2008-04-30
121,2,121,816.2139,2008-05-01
122,2,122,859.9507999999996,2008-05-02
123,2,123,878.9467000000001,2008-05-03
124,2,124,903.3473000000004,2008-05-04
125,2,125,928.7909,2008-05-05
126,2,126,718.0703000000001,2008-05-06
127,2,127,627.1533000000003,2008-05-07
128,2,128,826.6217999999999,2008-05-08
129,2,129,863.1055,2008-05-09
130,2,130,903.6961,2008-05-10
131,2,131,893.7803000000001,2008-05-11
132,2,132,869.5547999999998,2008-05-12
133,2,133,714.1206,2008-05-13
134,2,134,590.3812999999999,2008-05-14
135,2,135,858.6641000000001,2008-05-15
136,2,136,875.1354999999999,2008-05-16
137,2,137,895.9698,2008-05-17
138,2,138,909.0229000000002,2008-05-18
139,2,139,866.1622999999997,2008-05-19
140,2,140,621.9893000000001,2008-05-20
141,2,141,525.5898,2008-05-21
142,2,142,806.2731999999997,2008-05-22
143,2,143,807.3954000000003,2008-05-23
144,2,144,831.7270000000003,2008-05-24
145,2,145,841.9460999999997,2008-05-25
146,2,146,620.3203000000001,2008-05-26
147,2,147,539.2652999999999,2008-05-27
148,2,148,773.0029000000001,2008-05-28
149,2,149,793.9846000000001,2008-05-29
150,2,150,835.0363999999998,2008-05-30
151,2,151,840.7283000000003,2008-05-31
152,2,152,869.5753000000001,2008-06-01
153,2,153,643.5276,2008-06-02
154,2,154,552.1816000000001,2008-06-03
155,2,155,770.8063999999998,2008-06-04
156,2,156,846.9108999999999,2008-06-05
157,2,157,845.6993,2008-06-06
158,2,158,872.9860000000001,2008-06-07
159,2,159,884.1354999999998,2008-06-08
160,2,160,672.7985000000001,2008-06-09
161,2,161,570.9843999999999,2008-06-10
162,2,162,814.8742,2008-06-11
163,2,163,800.0862999999999,2008-06-12
164,2,164,829.5989000000001,2008-06-13
165,2,165,829.5376000000001,2008-06-14
166,2,166,874.7036000000002,2008-06-15
167,2,167,633.2456999999996,2008-06-16
168,2,168,586.2629000000001,2008-06-17
169,2,169,765.7890999999997,2008-06-18
170,2,170,788.5169999999999,2008-06-19
171,2,171,809.8340000000003,2008-06-20
172,2,172,899.1446000000007,2008-06-21
173,2,173,876.9696000000002,2008-06-22
174,2,174,645.4626999999998,2008-06-23
175,2,175,543.2065999999999,2008-06-24
176,2,176,783.3313,2008-06-25
177,2,177,795.6578999999999,2008-06-26
178,2,178,817.2534999999998,2008-06-27
179,2,179,861.1751000000004,2008-06-28
180,2,180,552.9680000000003,2008-06-29
181,2,181,537.789,2008-06-30
182,2,182,752.1965999999998,2008-07-01
183,2,183,793.5971000000002,2008-07-02
184,2,184,819.8586000000003,2008-07-03
185,2,185,830.7161000000003,2008-07-04
186,2,186,843.7075999999997,2008-07-05
187,2,187,646.9349000000001,2008-07-06
188,2,188,572.3767,2008-07-07
189,2,189,771.4565999999998,2008-07-08
190,2,190,811.1809999999998,2008-07-09
191,2,191,805.4205000000004,2008-07-10
192,2,192,841.4193999999999,2008-07-11
193,2,193,841.4569,2008-07-12
194,2,194,643.9682999999999,2008-07-13
195,2,195,550.0757000000001,2008-07-14
196,2,196,751.4015999999997,2008-07-15
197,2,197,782.2132000000001,2008-07-16
198,2,198,806.9562000000002,2008-07-17
199,2,199,833.5130000000005,2008-07-18
200,2,200,842.8902999999999,2008-07-19
201,2,201,665.6964000000003,2008-07-20
202,2,202,564.7368000000001,2008-07-21
203,2,203,758.8487000000001,2008-07-22
204,2,204,773.4755000000004,2008-07-23
205,2,205,801.3407000000001,2008-07-24
206,2,206,821.3498000000003,2008-07-25
207,2,207,840.7997999999999,2008-07-26
208,2,208,638.1711999999998,2008-07-27
209,2,209,556.4216,2008-07-28
210,2,210,741.6842999999998,2008-07-29
211,2,211,765.8993999999997,2008-07-30
212,2,212,790.8053000000002,2008-07-31
213,2,213,826.7080000000002,2008-08-01
214,2,214,871.5633000000001,2008-08-02
215,2,215,636.2543000000002,2008-08-03
216,2,216,553.2047999999996,2008-08-04
217,2,217,742.7020999999997,2008-08-05
218,2,218,775.5334999999999,2008-08-06
219,2,219,797.0546999999995,2008-08-07
220,2,220,820.6365000000003,2008-08-08
221,2,221,860.2693000000003,2008-08-09
222,2,222,687.0623999999999,2008-08-10
223,2,223,562.5864000000001,2008-08-11
224,2,224,770.6202999999997,2008-08-12
225,2,225,789.2770999999997,2008-08-13
226,2,226,816.1643000000005,2008-08-14
227,2,227,862.8314000000001,2008-08-15
228,2,228,876.8461,2008-08-16
229,2,229,669.3053000000001,2008-08-17
230,2,230,563.4916000000001,2008-08-18
231,2,231,787.5459000000003,2008-08-19
232,2,232,833.9015000000002,2008-08-20
233,2,233,827.5541999999999,2008-08-21
234,2,234,862.9132999999998,2008-08-22
235,2,235,849.4784999999998,2008-08-23
236,2,236,631.2480999999999,2008-08-24
237,2,237,549.3963999999999,2008-08-25
238,2,238,802.0093999999997,2008-08-26
239,2,239,825.3843,2008-08-27
240,2,240,831.0520999999999,2008-08-28
241,2,241,878.8102,2008-08-29
242,2,242,633.5503999999996,2008-08-30
243,2,243,547.3341000000001,2008-08-31
244,2,244,797.3905000000002,2008-09-01
245,2,245,822.1153999999998,2008-09-02
246,2,246,818.9020999999996,2008-09-03
247,2,247,831.216,2008-09-04
248,2,248,865.4294,2008-09-05
249,2,249,630.4674999999999,2008-09-06
250,2,250,539.2098000000001,2008-09-07
251,2,251,773.6304000000003,2008-09-08
252,2,252,822.1230999999996,2008-09-09
253,2,253,832.2023000000002,2008-09-10
254,2,254,867.4658999999999,2008-09-11
255,2,255,887.7538,2008-09-12
256,2,256,640.6042999999999,2008-09-13
257,2,257,554.9935,2008-09-14
258,2,258,794.8251000000004,2008-09-15
259,2,259,826.6050000000006,2008-09-16
260,2,260,847.5254999999999,2008-09-17
261,2,261,861.3311999999999,2008-09-18
262,2,262,884.2611999999999,2008-09-19
263,2,263,686.2186000000002,2008-09-20
264,2,264,562.0239,2008-09-21
265,2,265,773.4215000000002,2008-09-22
266,2,266,818.7153999999997,2008-09-23
267,2,267,757.3217999999999,2008-09-24
268,2,268,790.8155999999999,2008-09-25
269,2,269,684.3215999999998,2008-09-26
270,2,270,529.1279,2008-09-27
271,2,271,475.1732999999999,2008-09-28
272,2,272,808.6482999999998,2008-09-29
273,2,273,808.3918000000002,2008-09-30
274,2,274,801.7826000000003,2008-10-01
275,2,275,820.5552000000002,2008-10-02
276,2,276,870.2066000000001,2008-10-03
277,2,277,616.6622,2008-10-04
278,2,278,546.8715,2008-10-05
279,2,279,779.7668999999999,2008-10-06
280,2,280,848.19,2008-10-07
281,2,281,837.6323000000003,2008-10-08
282,2,282,906.5128,2008-10-09
283,2,283,930.1267000000004,2008-10-10
284,2,284,615.3224,2008-10-11
285,2,285,506.0634999999998,2008-10-12
286,2,286,789.4559999999998,2008-10-13
287,2,287,779.4401,2008-10-14
288,2,288,820.9603,2008-10-15
289,2,289,837.8013000000002,2008-10-16
290,2,290,588.3889999999998,2008-10-17
291,2,291,513.7435000000002,2008-10-18
292,2,292,769.9261000000001,2008-10-19
293,2,293,772.8614999999999,2008-10-20
294,2,294,778.1872000000003,2008-10-21
295,2,295,842.513,2008-10-22
296,2,296,825.0120999999999,2008-10-23
297,2,297,622.0024999999998,2008-10-24
298,2,298,490.8626999999998,2008-10-25
299,2,299,761.1755999999998,2008-10-26
300,2,300,810.9045000000002,2008-10-27
301,2,301,799.6051000000001,2008-10-28
302,2,302,813.4433000000001,2008-10-29
303,2,303,840.1218000000001,2008-10-30
304,2,304,638.8866999999997,2008-10-31
